eid,raw_eid,highway
24195,23109826,secondary
24196,23109826,secondary
31870,24979889,residential
24197,23109826,secondary
24198,23109826,secondary
75791,173271904,residential
24199,23109826,secondary
37628,29082198,residential
24200,23109826,secondary
24201,23109826,secondary
24202,23109826,secondary
145805,1242431859,service
24203,23109826,secondary
145787,1242431857,service
24204,23109826,secondary
24205,23109826,secondary
75788,173271902,residential
24206,23109826,secondary
24207,23109826,secondary
145784,1242431856,service
24208,23109826,secondary
115720,685607684,secondary
24212,23114930,residential
24225,23114932,service
60895,80611763,residential
24213,23114930,residential
24214,23114930,residential
24226,23114932,service
24227,23114932,service
24228,23114932,service
24229,23114932,service
24230,23114932,service
24231,23114932,service
24232,23114932,service
24233,23114932,service
24234,23114932,service
148681,1305278533,service
24235,23115005,living_street
24236,23115005,living_street
24237,23115005,living_street
138482,1112887304,living_street
24239,23115064,service
101294,501426515,service
24243,23115066,residential
24244,23115066,residential
24245,23115066,residential
56570,58491747,residential
24256,23115951,tertiary
24257,23115951,tertiary
24258,23115951,tertiary
24259,23115951,tertiary
139961,1137847407,residential
24260,23115951,tertiary
24261,23115951,tertiary
24262,23115951,tertiary
24263,23115951,tertiary
115203,683102744,tertiary
24265,23115953,tertiary
24268,23115972,tertiary
24269,23115972,tertiary
24270,23115980,tertiary
103580,542253842,residential
24271,23115980,tertiary
24272,23115980,tertiary
24276,23115980,tertiary
62780,84796926,tertiary
112491,664106618,residential
24282,23123550,service
55015,54149540,primary
24283,23123550,service
24284,23123550,service
24285,23123550,service
24286,23123550,service
108015,606769078,service
24289,23123554,service
24290,23123554,service
129807,895869593,service
24293,23123721,residential
24522,23171014,residential
24294,23123721,residential
24298,23123725,residential
24300,23123726,residential
130026,901526816,residential
24301,23123741,tertiary
61389,83239656,tertiary
24302,23123741,tertiary
24303,23123741,tertiary
105696,570748427,service
24304,23123741,tertiary
24305,23123741,tertiary
87981,299448082,residential
24306,23123741,tertiary
87986,299448084,residential
24307,23123741,tertiary
24308,23123741,tertiary
24309,23123741,tertiary
89230,306404878,tertiary
123987,826967880,secondary
24310,23123749,residential
24311,23123749,residential
24312,23123749,residential
24313,23123749,residential
24314,23123749,residential
24315,23123749,residential
24316,23123749,residential
24317,23123749,residential
24318,23123749,residential
24319,23123749,residential
114775,681360401,residential
24320,23123751,residential
89233,306404878,tertiary
24321,23123751,residential
24322,23123751,residential
24323,23123764,residential
117118,694446744,primary
24324,23123764,residential
24325,23123764,residential
24326,23123764,residential
24327,23123764,residential
24328,23123764,residential
87706,296482114,residential
24336,23125877,service
105349,565913617,residential
24337,23125877,service
24338,23125877,service
24339,23125877,service
24340,23125877,service
24341,23125877,service
24342,23125877,service
64261,93775896,primary
24343,23125891,residential
107167,584214175,residential
24344,23125891,residential
24345,23125893,residential
24346,23125893,residential
24347,23125893,residential
89707,311555442,service
151882,1363353438,residential
24348,23125896,residential
66590,109400100,residential
24349,23125896,residential
24350,23125896,residential
107136,584214170,service
24351,23125896,residential
24352,23125896,residential
107155,584214173,service
24353,23125896,residential
66600,109400102,residential
24354,23125935,residential
24355,23125935,residential
24356,23125935,residential
24357,23125935,residential
24358,23125935,residential
24359,23125979,residential
24360,23125979,residential
24361,23125979,residential
24362,23125979,residential
24363,23125979,residential
24364,23125979,residential
24365,23125979,residential
24366,23125979,residential
24367,23125979,residential
131485,957351514,service
24368,23125979,residential
24369,23125979,residential
24370,23125979,residential
24371,23125979,residential
126609,859276230,residential
24372,23126069,residential
26238,23845612,residential
66580,109400098,residential
24373,23126069,residential
24374,23126069,residential
24375,23126069,residential
24376,23126069,residential
24377,23126069,residential
24378,23126069,residential
74354,164932124,residential
24379,23128465,tertiary
93820,364913375,tertiary
24380,23141069,residential
61287,83210402,secondary
24381,23141069,residential
24382,23141069,residential
24383,23141069,residential
24385,23141139,living_street
24386,23141139,living_street
24389,23141175,service
62852,84867910,tertiary
24390,23141175,service
24397,23141197,secondary
24398,23141197,secondary
24399,23141197,secondary
24401,23141197,secondary
24402,23141197,secondary
24403,23141357,residential
109504,621492421,secondary
24404,23141357,residential
24405,23141357,residential
24406,23141357,residential
24407,23141371,secondary
61199,83126750,secondary
24408,23141371,secondary
24409,23141371,secondary
24410,23141371,secondary
61809,83593822,secondary
148592,1303269744,secondary
24417,23142111,secondary
113156,669905822,primary
24418,23142111,secondary
24419,23142111,secondary
24420,23142111,secondary
24421,23142111,secondary
24422,23142111,secondary
40013,30285401,residential
133215,996091552,secondary
24423,23142181,residential
153893,1422163308,primary
24424,23142181,residential
24425,23142181,residential
24426,23142181,residential
24427,23142181,residential
24428,23142181,residential
24429,23142181,residential
24430,23142181,residential
24431,23142181,residential
24432,23142181,residential
24433,23142181,residential
24434,23142181,residential
109566,623082185,secondary
24438,23142235,service
87711,296482115,service
24439,23142235,service
26747,23957344,service
24440,23142235,service
104956,563402024,residential
24442,23157614,residential
38410,29873696,service
24443,23157672,residential
152647,1387040285,residential
24444,23157672,residential
24445,23157672,residential
24446,23157672,residential
24447,23157672,residential
79011,197515292,secondary
24448,23157690,residential
24449,23157690,residential
79013,197515292,secondary
24450,23163056,residential
63000,85068501,tertiary
24451,23163056,residential
24452,23163056,residential
104963,563666306,tertiary
24453,23163059,tertiary
24454,23163059,tertiary
24455,23163059,tertiary
149187,1316016153,tertiary
24460,23163063,residential
24461,23163063,residential
24462,23163181,tertiary
119445,731611389,tertiary
24463,23163181,tertiary
24464,23163181,tertiary
24465,23163181,tertiary
24471,23163195,service
47875,39363579,tertiary
24472,23163195,service
24473,23163195,service
24474,23163195,service
24475,23163195,service
24477,23163200,service
84865,254419204,service
24487,23163214,service
119261,729461144,tertiary
24488,23163214,service
24489,23163214,service
24490,23163214,service
24491,23163214,service
24492,23163214,service
24493,23163214,service
24494,23163214,service
24495,23163214,service
24496,23170621,residential
78875,197340114,tertiary
24497,23170621,residential
24498,23170621,residential
24500,23170621,residential
24501,23170621,residential
24502,23170621,residential
24504,23170621,residential
24505,23170621,residential
24506,23170621,residential
24507,23170621,residential
24509,23170629,residential
24510,23170629,residential
24512,23170629,residential
24513,23170629,residential
24515,23170629,residential
62700,84796902,tertiary
24517,23170887,living_street
108468,616558132,residential
53142,50312698,living_street
56544,58489151,living_street
24518,23171003,residential
24520,23171014,residential
24521,23171014,residential
24523,23171014,residential
24524,23172694,residential
151710,1357072221,residential
130028,901526818,residential
24526,23172715,residential
24527,23172715,residential
24528,23172717,tertiary
115795,685725928,secondary
47871,39363579,tertiary
138198,1107091170,tertiary
24532,23172757,service
61384,83239654,tertiary
24533,23172757,service
24534,23172757,service
24535,23172772,tertiary
24536,23172772,tertiary
24537,23172772,tertiary
24540,23173336,service
24541,23173336,service
24542,23173336,service
24543,23173336,service
24544,23173336,service
24545,23173336,service
24546,23173336,service
24547,23173336,service
24548,23173336,service
24549,23173336,service
24550,23173336,service
24551,23173336,service
24588,23202856,residential
24553,23173372,residential
24554,23173372,residential
24555,23173372,residential
24556,23175119,living_street
24557,23175119,living_street
24558,23175119,living_street
24559,23175119,living_street
119609,733523056,residential
119613,733523057,residential
24562,23175158,service
24563,23175158,service
45431,35835711,residential
52744,48965662,living_street
24564,23175174,residential
148087,1293813656,residential
24565,23175174,residential
24567,23175174,residential
24568,23175174,residential
24569,23175174,residential
89595,310361819,residential
117275,697218449,residential
24570,23175348,residential
75914,174799773,residential
24571,23175348,residential
24572,23175348,residential
134178,1015873417,service
24573,23175348,residential
24574,23175348,residential
107995,606386831,residential
24576,23175809,residential
24577,23175809,residential
24578,23175809,residential
148083,1293813653,residential
